"hospital_name","district","nearest_sh","distance_meters"
"Kediya Eye Hospital","Jhunjhunu","Shahpura Neem Ka Thana Khetri Chirawa Pilani Road","837.96"
"Khaitan Hospital","Jhunjhunu","Chomu Khandella Udaipurwati Jhunjhunu Churu road","15.70"
"Khetan Hospital","Jhunjhunu","Chomu Khandella Udaipurwati Jhunjhunu Churu road","728.01"
"khetsingh dhaka","Jhunjhunu","Sikar-JJN SRJ Loharu","1211.93"
"Laxshy Physiotherapy Hospital","Jhunjhunu","Kotputli  to Losal via Patan Neemkathana Udaipurwati Sikar","132.61"
"Life Care Homoeopathic Clinic","Jhunjhunu","Fatehpur-Mandawa-Jhunjhunu-Malsisar-Rajgarh road","86.07"
"Mahadeo Singhi Eye Hospital","Jhunjhunu","Shahpura Khetri Rajgarh","40.01"
"Mahavir Hospital, Jhunjhunu","Jhunjhunu","Chomu Khandella Udaipurwati Jhunjhunu Churu road","78.18"
"Manish Clinic","Jhunjhunu","Shahpura Khetri Rajgarh","245.64"
"Manu Eye Care","Jhunjhunu","Shahpura Khetri Rajgarh","16.54"
"Navjeevan Hospital","Jhunjhunu","Jhunjhunu-Mandrella Hissar","27.36"
"Orthodontic and Implant Clinic","Jhunjhunu","Shahpura Neem Ka Thana Khetri Chirawa Pilani Road","20.88"
"Oxford Hospital","Jhunjhunu","Chomu Khandella Udaipurwati Jhunjhunu Churu road","122.31"
"Payal Hospital","Jhunjhunu","Sikar Jhunjhunu Loharu Road","613.19"
"Pulse Hospital","Jhunjhunu","Chomu Khandella Udaipurwati Jhunjhunu Churu road","145.06"
"R B Sain Hospital","Jhunjhunu","Chomu Khandella Udaipurwati Jhunjhunu Churu road","24.07"
"R&R Multispeciality Hospital","Jhunjhunu","Chomu Khandella Udaipurwati Jhunjhunu Churu road","30.48"
"Raj Hospital and Fracture Clinic","Jhunjhunu","Shahpura Khetri Rajgarh SH-13","279.59"
"Raj Nursing Home","Jhunjhunu","Shahpura Khetri Rajgarh","7.31"
"Rajiv Hospital","Jhunjhunu","Sikar Jhunjhunu Loharu Road","84.22"
"Rajkumar Madanlal Kedia Charitable Eye Hospital","Jhunjhunu","Shahpura Neem Ka Thana Khetri Chirawa Pilani Road","841.27"
"Ram Murti Guptaji Clinic","Jhunjhunu","Dhanani to Nijampur via Laxmangarh Nawalgarh Gudha CHANWARA","4486.30"
"Ravindra Hospital, Jhunjhunu","Jhunjhunu","Sikar-Jhunjhunu-Surajgarh-Luharu","68.93"
"RDM Hospital","Jhunjhunu","Shahpura Neem Ka Thana Khetri Chirawa Pilani Road","12.51"
"Rukmani Devi Hospital","Jhunjhunu","Sikar Jhunjhunu Loharu Road","149.37"
"Rukmani Hospital","Jhunjhunu","Sikar Jhunjhunu Loharu Road","559.91"
"S.R. Hospital","Jhunjhunu","Fatehpur Mandawa JJN Malsisar Rajgarh Road","17.63"
"Sai Hospital","Jhunjhunu","Chomu Khandella Udaipurwati JJN Churu road JJN Churu Section","115.16"
"Sanjeevani Hospital","Jhunjhunu","Fatehpur-Mandawa-Jhunjhunu-Malsisar-Rajgarh road","21.00"
"Sankhla ENT Hospital","Jhunjhunu","Shahpura Khetri Rajgarh","17.62"
"Santushti Hospital","Jhunjhunu","Chomu Khandella Udaipurwati Jhunjhunu Churu road","426.32"
"Sekhsaria Hospital","Jhunjhunu","Sikar Jhunjhunu Loharu Road","602.64"
"Seth Anandram Jaipuria Hospital","Jhunjhunu","Sikar-JJN SRJ Loharu","998.93"
"Shaharan Hospital","Jhunjhunu","Chomu Khandella Udaipurwati JJN Churu road JJN Churu Section","678.29"
"Shaksam Clinic","Jhunjhunu","Dhanani to Nijampur via Laxmangarh Nawalgarh Gudha CHANWARA","431.25"
"Sharma Hospital","Jhunjhunu","Shahpura Khetri  Singhana chirawa pilani Rajgarh SH 13","44.78"
"Shri Laxminathji Datavya Aushadhalaya","Jhunjhunu","Jhunjhunu-Mandrella Hissar","620.74"
"Shubham Homeo Clinic","Jhunjhunu","Sikar Jhunjhunu Surajgarh Loharu","847.42"
"Sihag Hospital","Jhunjhunu","Shahpura Khetri Rajgarh","56.14"
"Tarachand Hospital","Jhunjhunu","Chomu Khandella Udaipurwati JJN Churu road","350.38"
"Verma Heart & Lung Care Centre","Jhunjhunu","Shahpura Khetri Rajgarh","85.40"
"Vinayak Hospital","Jhunjhunu","Dhanani to Nijampur via Laxmangarh Nawalgarh Gudha CHANWARA","1073.66"
"Vishwakarma Hospital","Jhunjhunu","Sikar-JJN SRJ Loharu","32.98"
"Bhagwan Das Khetan Hospital, Jhunjhunu","Jhunjhunun","Chomu Khandella Udaipurwati Jhunjhunu Churu road","95.70"
"Government Ayurvedic Hospital, Chhawasari","Jhunjhunun","Chomu Khandella Udaipurwati JJN Churu road","2525.59"
"Government Hospital Todpura","Jhunjhunun","Kotputli  to Losal via Patan Neemkathana Udaipurwati Sikar","3763.15"
"Government Hospital Tyonda","Jhunjhunun","Laxmangarh Nawalgarh Chanwra Kharkhara Khetri Nizampur Road","2755.34"
"Government Hospital, Alsisar","Jhunjhunun","Fatehpur Mandawa JJN Malsisar Rajgarh Road","730.07"
"Government Hospital, Ardawata","Jhunjhunun","Sikar Jhunjhunu Loharu Road","4481.53"
"Government Hospital, Babai","Jhunjhunun","Shahpura Khetri  Singhana chirawa pilani Rajgarh SH 13","67.69"
"Government Hospital, Bajla","Jhunjhunun","Jhunjhunu-Mandrella Hissar","4535.07"
"Government Hospital, Bakhtawarpura","Jhunjhunun","Sikar Jhunjhunu Loharu Road","535.62"
"Government Hospital, Barwasi","Jhunjhunun","Dhanani to Nijampur via Laxmangarh Nawalgarh Gudha CHANWARA","4088.30"
"Government Hospital, Chanwra","Jhunjhunun","Nawalgarh Gudha  chanwara camp Ketri road","569.59"
"Government Hospital, Chhapoli","Jhunjhunun","Kotputli NH8 to Losal via Patan Neemkathana Challa Udp Sikar","188.91"
"Government Hospital, Islampur","Jhunjhunun","Sikar-Jhunjhunu-Surajgarh-Luharu","4473.66"
"Government Hospital, Jasrapur","Jhunjhunun","Laxmangarh Nawalgarh Chanwra Kharkhara Khetri Nizampur Road","3400.38"
"Government Hospital, Nahar","Jhunjhunun","Shahpura Khetri Rajgarh","3049.12"
"Government Hospital, Nawalgarh","Jhunjhunun","Sikar-JJN SRJ Loharu","1347.16"
"Government Hospital, Pachlangi","Jhunjhunun","Losal Sikar Kotputli road","4132.19"
"Government Smt Durga Devi Birla Memorial Hospital, Chirawa","Jhunjhunun","Shahpura Neem Ka Thana Khetri Chirawa Pilani Road","40.44"
"Governmet Hospital Sihod","Jhunjhunun","Mounda Sihore  Mehara Road","291.98"
"Mehara Jatuwas,Government Hospital","Jhunjhunun","Laxmangarh Nawalgarh Chanwra Kharkhara Khetri Nizampur Road","80.78"
"PHC, Ladusar","Jhunjhunun","Fatehpur Mandawa JJN Malsisar Rajgarh Road","2531.03"
"Shri Ramgopal Jatia Rajkiya Hospital","Jhunjhunun","Chomu Khandella Udaipurwati JJN Churu road JJN Churu Section","259.94"
"Aditya Clinic","Jodhpur","Banar Bhopalgarh Asop Kuchera Road","4937.27"
"Air Force Hospital ,Jaipur","Jodhpur","Gudha to Jaipur via Kishori Sidhka Tibara Jhiri, Andhi, Ram","2409.23"
"Bhatnagar Nursing Home","Jodhpur","Bilara to Sojat City","22.22"
"City Light Hospital","Jodhpur","Phalodi to Ramji Ki Gol Via Dechu Shergarh","73.74"
"Divya Hospital","Jodhpur","Banar Bhopalgarh Asop Kuchera Road","469.88"
"Dr. Bhati's Clinic","Jodhpur","Bhavi Khinvsar Via Pipar City Road","416.65"
"Dr. CS Aseri","Jodhpur","Bilara to Sojat City","181.88"
"Dr. Dinesh Sharma Clinic","Jodhpur","Phalodi to Ramji Ki Gol Via Dechu Shergarh","97.84"
"Dr. KB Garg","Jodhpur","Bilara to Sojat City","29.27"
"Dr. Mukesh Chouhan","Jodhpur","Phalodi to Ramji Ki Gol Via Dechu Shergarh","118.81"
"Dr. Sahab Clinic","Jodhpur","Phalodi Osian Jodhpur Road","178.11"
"Dr. Saroj Paliwal Hospital and Infertility Centre","Jodhpur","Phalodi Osian Jodhpur Road","494.66"
"Dr. Swaroop Ram Seervi","Jodhpur","Bilara to Sojat City","416.41"
"Drishti Eye Hospital","Jodhpur","Banar Bhopalgarh Asop Kuchera Road","259.20"
"Gattani Hospital","Jodhpur","Banar Bhopalgarh Asop Kuchera Road","3862.42"
"Government Hospital Salwakalan","Jodhpur","Banar Asop Road","3742.23"
"Government Hospital Tiwari","Jodhpur","Mathaniya-Dechu via Tinwari road","375.22"
"Government Hospital, Aau","Jodhpur","Phalodi to Needar via Nagour Kuchaman","248.07"
"Government Hospital, Artiya Kalan","Jodhpur","Banar Bhopalgarh Asop Kuchera Road","52.86"
"Government Hospital, Bisalpur","Jodhpur","Dangiawas Guda Kakani Luni Dhundhara Samdari Balotra  Road","4357.51"
"Government Hospital, Ganganni","Jodhpur","Banar Asop Road","3870.67"
"Government Hospital, Khirjakhas","Jodhpur","Jodhpur Tinwari Balesar Shergarh Road","44.85"
"Government Hospital, Khwaspura","Jodhpur","Talanpur to Kawaspura Via Dhanapa","2679.04"
"Government Hospital, Kosana","Jodhpur","Dantiwara to Merta City","3701.57"
"Government Hospital, Kudi","Jodhpur","Banar Bhopalgarh Asop Kuchera Road","236.05"
"Government Hospital, Panchalakhurd","Jodhpur","Jodhpur-Tinwari-Balesar-Shergarh road","4323.85"
"Govt. Hospital, Balsamand","Jodhpur","Jodhpur Tinwari Gagari Balesar Shergarh Road","4169.66"
"Kalapurnam General Hospital","Jodhpur","Phalodi to Needar via Nagour Kuchaman","1649.19"
"Karani Hospital","Jodhpur","Banar Bhopalgarh Asop Kuchera Road","4604.41"
"Khangta Hospital","Jodhpur","Banar Bhopalgarh Asop Kuchera Road","3931.30"
"Raj Nursing Home","Jodhpur","Banar Bhopalgarh Asop Kuchera Road","2567.19"
"Rajasthan Hospital","Jodhpur","Banar Bhopalgarh Asop Kuchera Road","4803.79"
"S.G Vyas Clinic","Jodhpur","Phalodi Osian Jodhpur Road","84.77"
"Sanjeevan Hospital and Research Centre, Jodhpur","Jodhpur","PHALODI OSIAN KHEJARLI SARDARSAMAND MARWAR JN JOJAWAR MANDAL","4534.99"
"Shiv Ganga Hospital","Jodhpur","Phalodi to Ramji Ki Gol Via Dechu Shergarh","468.54"
"Shree Shiv Shakti Clinic","Jodhpur","Banar Bhopalgarh Asop Kuchera Road","20.34"
"Shree Shyam Nursing Home","Jodhpur","Phalodi Osian Jodhpur Road","195.77"
"Sonna Medihub Hospital","Jodhpur","Banar Bhopalgarh Asop Kuchera Road","4150.03"
"Suncity Clinic","Jodhpur","Banar Bhopalgarh Asop Kuchera Road","41.96"
"Surya Hospital","Jodhpur","Dantiwara to Merta City","329.28"
"Vyas Clinic","Jodhpur","Bilara to Sojat City","20.46"
"Anshika Clinic","Karauli","Mandrail Karauli Hindaun Mahwa road","2524.52"
"Asha Nursing Home","Karauli","Bhadoti Gangapur Hindaun Bayana road","82.47"
"Ayurvadik Hospital","Karauli","Mandrail Karauli Hindaun Mahwa road","54.50"
"Bhagwan Mahaveer Hospital","Karauli","Bhadoti Gangapur Hindaun Bayana road","98.01"
"Bharat Hospital and Maternity Centre","Karauli","Mandrail Karauli Hindaun Mahwa road","1159.45"
"Chahar Hospital","Karauli","Mandrail Karauli Hindaun Mahwa road","17.94"
"Chandrawali Hospital","Karauli","Nadauti Shri Mahaveerji Kheda road","29.15"
"Dagur Hospital","Karauli","Mandrail Karauli Hindaun Mahwa road","50.94"
"Dr C K Sharma","Karauli","Mandrail Karauli Hindaun Mahwa road","1175.87"
"Dr. Mahendra Meena","Karauli","Mandrail Karauli Hindaun Mahwa road","1203.88"
"Dr. Ramkesh Meena","Karauli","Mandrail Karauli Hindaun Mahwa road","926.78"
"Dr. Shyam Bihari","Karauli","Mandrail Karauli Hindaun Mahwa road","155.04"
"Dr. Vimal Chand Jain Clinic","Karauli","Mandrail Karauli Hindaun Mahwa road","264.32"
"Dr. Yogesh Clinic","Karauli","Bhadoti Gangapur Hindaun Bayana road","70.66"
"Essar Multispeciality Hospital","Karauli","Mandrail Karauli Hindaun Mahwa road","1152.38"
"General Hospital Karauli","Karauli","Mandrail Karauli Hindaun Mahwa road","1070.14"
"Government Hospital","Karauli","Gangapur Nadauti Sikandara Alwar road","18.59"
"Government Hospital, Karsoli","Karauli","Bhadoti Gangapur Hindaun Bayana road","4613.23"
"Governmet Hospital Sherpur","Karauli","Bhadoti Gangapur Hindaun Bayana road","3368.24"
"Govternment Hospital, Hindon","Karauli","Bhadoti Gangapur Hindaun Bayana road","354.45"
"Gupta ENT Hospital","Karauli","Mandrail Karauli Hindaun Mahwa road","63.91"
"Harsana Physiotherapy Clinic","Karauli","Mandrail Karauli Hindaun Mahwa road","55.73"
"Homeopathic Hospital","Karauli","Bhadoti Mathura Via Gangapur Hindaun Bayana Bharatpur","3661.29"
"Jagarwal Hospital","Karauli","Bhadoti Gangapur Hindaun Bayana road","229.07"
"Jhamman Hospital","Karauli","Nadauti Shri Mahaveerji Kheda road","74.94"
"Mother & Child Health Centre, Karauli","Karauli","Mandrail Karauli Hindaun Mahwa road","144.12"
"Parash Hospital","Karauli","Bhadoti Gangapur Hindaun Bayana road","39.09"
"Raj Girish Hospital","Karauli","Bhadoti Gangapur Hindaun Bayana road","205.99"
"Sharma Clinic","Karauli","Gangapur Nadauti Sikandara Alwar road","31.29"
"Singh Hospital & Surgery Centre","Karauli","Mandrail Karauli Hindaun Mahwa road","60.05"
"Vijay Ayurveda Hospital and Research Centre","Karauli","Bhadoti Gangapur Hindaun Bayana road","61.28"
"Vineeta Nursing Home","Karauli","Mandrail Karauli Hindaun Mahwa road","116.63"
"Shankar Piles Clinic and Narayani Ayurveda","Kishangarh","Sarwar Arain Kishangarh Parbatsar Road","66.29"
"Acharya Children Hospital","Kota","BHENSROADGARH KOTA, K.PATAN KAPREN, LABAN, LAKHERI ROAD.","1665.73"
"Advika Eye Clinic","Kota","BHENSROADGARH KOTA, K.PATAN KAPREN, LABAN, LAKHERI ROAD.","3856.44"
"Agrawal Neuro Psychiatry Centre","Kota","BHENSROADGARH KOTA, K.PATAN KAPREN, LABAN, LAKHERI ROAD.","1711.31"
"Akansha Orthopaedic Center","Kota","Kota Ladpura  Sangod Chabra Dharnawada Road","2306.77"
"Alok Homeopathy Clinic","Kota","Kota Ladpura  Sangod Chabra Dharnawada Road","2148.60"
"Alok Hospital","Kota","Kota Ladpura  Sangod Chabra Dharnawada Road","2019.58"
"Anandam Ent Hospital","Kota","Kota Ladpura  Sangod Chabra Dharnawada Road","2008.94"
"Anurag Hospital","Kota","Kota Ladpura  Sangod Chabra Dharnawada Road","1281.56"
"Anurag Hospital and Research Centre","Kota","BHENSROADGARH KOTA, K.PATAN KAPREN, LABAN, LAKHERI ROAD.","2746.65"
"Arav Mathor and Child Health Care","Kota","BHENSROADGARH KOTA, K.PATAN KAPREN, LABAN, LAKHERI ROAD.","193.58"
"Arihant Hospital","Kota","Kota Ladpura  Sangod Chabra Dharnawada Road","3008.67"
"Arihant Orthopaedic Hospital","Kota","Kota Ladpura  Sangod Chabra Dharnawada Road","1887.11"
"Arogya Child Care","Kota","BHENSROADGARH KOTA, K.PATAN KAPREN, LABAN, LAKHERI ROAD.","1896.61"
"Arshad Clinic","Kota","BHENSROADGARH KOTA, K.PATAN KAPREN, LABAN, LAKHERI ROAD.","42.83"
"Ashish Clinic","Kota","Kota Ladpura  Sangod Chabra Dharnawada Road","2686.69"
"Asthama Care Centre","Kota","Kota Ladpura  Sangod Chabra Dharnawada Road","2394.05"
"Ayaansh Clinic","Kota","BHENSROADGARH KOTA, K.PATAN KAPREN, LABAN, LAKHERI ROAD.","2421.25"
"Balaji Hospital","Kota","BHENSROADGARH KOTA, K.PATAN KAPREN, LABAN, LAKHERI ROAD.","2914.84"
"Bharadwaj Urology Clinic","Kota","BHENSROADGARH KOTA, K.PATAN KAPREN, LABAN, LAKHERI ROAD.","749.64"
"Bharat Chikitsa Seva Sadan","Kota","Kota Ladpura  Sangod Chabra Dharnawada Road","327.01"
"Birla Eye and Child Hospital","Kota","BHENSROADGARH KOTA, K.PATAN KAPREN, LABAN, LAKHERI ROAD.","526.08"
"Chandni Hospital","Kota","BHENSROADGARH KOTA, K.PATAN KAPREN, LABAN, LAKHERI ROAD.","2185.13"
"Cutis Skin Clinic","Kota","Kota Ladpura  Sangod Chabra Dharnawada Road","2683.74"
"D D Netra Sansthan","Kota","Kota Ladpura  Sangod Chabra Dharnawada Road","3769.43"
"D.D. Eye Institute and Lasik Laser Vision","Kota","BHENSROADGARH KOTA, K.PATAN KAPREN, LABAN, LAKHERI ROAD.","863.82"
"Deep Clinic","Kota","Kota Ladpura  Sangod Chabra Dharnawada Road","823.99"
"Deepak Clinic","Kota","SUKET, RMANDI   ROAD","54.09"
"Dental Hospital","Kota","BHENSROADGARH KOTA, K.PATAN KAPREN, LABAN, LAKHERI ROAD.","389.90"
"Dr Sudhir Gupta Eye Hospital","Kota","BHENSROADGARH KOTA, K.PATAN KAPREN, LABAN, LAKHERI ROAD.","752.83"
"Dr Vaya Nursing Home","Kota","BHENSROADGARH KOTA, K.PATAN KAPREN, LABAN, LAKHERI ROAD.","514.16"
"Dr. . Nitin Datta Clinic","Kota","Kota Ladpura  Sangod Chabra Dharnawada Road","1120.41"
"Dr. A. P. Singh","Kota","BHENSROADGARH KOTA, K.PATAN KAPREN, LABAN, LAKHERI ROAD.","3712.18"
"Dr. AR Pathan Clinic","Kota","BHENSROADGARH KOTA, K.PATAN KAPREN, LABAN, LAKHERI ROAD.","1423.90"
"Dr. Ashish Sharma","Kota","Tather  Digod Kota Itawa Khatoli Shyopur upto border","16.83"
"Dr. Bharat Bhushan","Kota","BHENSROADGARH KOTA, K.PATAN KAPREN, LABAN, LAKHERI ROAD.","1548.53"
"Dr. D. K. Sharma","Kota","BHENSROADGARH KOTA, K.PATAN KAPREN, LABAN, LAKHERI ROAD.","573.73"
"Dr. Dilip Maheshwari Clinic","Kota","BHENSROADGARH KOTA, K.PATAN KAPREN, LABAN, LAKHERI ROAD.","2212.78"
"Dr. Dipti Sharma","Kota","Kota Ladpura  Sangod Chabra Dharnawada Road","1889.51"
"Dr. J L Jethwani","Kota","Kota Ladpura  Sangod Chabra Dharnawada Road","189.68"
"Dr. J.L. Jethwani Clinic","Kota","BHENSROADGARH KOTA, K.PATAN KAPREN, LABAN, LAKHERI ROAD.","2838.79"
"Dr. Kanhaiyalal Sharma","Kota","KATUNDA BHENSROADGARH BARODIA, CHECHAT RAMGANJMANDI ROAD","507.10"
"Dr. Kaushal Maheshwari E.N.T. Hospital","Kota","BHENSROADGARH KOTA, K.PATAN KAPREN, LABAN, LAKHERI ROAD.","904.10"
"Dr. Khan Clinic","Kota","Kota Ladpura  Sangod Chabra Dharnawada Road","2135.22"
"Dr. Manish Mehta","Kota","BHENSROADGARH KOTA, K.PATAN KAPREN, LABAN, LAKHERI ROAD.","882.34"
"Dr. Matin Khan Clinic","Kota","Kota Ladpura  Sangod Chabra Dharnawada Road","181.34"
"Dr. Medatwal Clinic","Kota","BHENSROADGARH KOTA, K.PATAN KAPREN, LABAN, LAKHERI ROAD.","824.97"
"Dr. Meenal Gupta","Kota","BHENSROADGARH KOTA, K.PATAN KAPREN, LABAN, LAKHERI ROAD.","3889.54"
"Dr. Naresh Mewara","Kota","BHENSROADGARH KOTA, K.PATAN KAPREN, LABAN, LAKHERI ROAD.","530.82"
"Dr. P.C. Jain","Kota","SUKET, RMANDI   ROAD","843.39"
"Dr. Pankaj Jain","Kota","BHENSROADGARH KOTA, K.PATAN KAPREN, LABAN, LAKHERI ROAD.","554.32"
"Dr. Pankaj Khandelwal","Kota","BHENSROADGARH KOTA, K.PATAN KAPREN, LABAN, LAKHERI ROAD.","1283.80"
"Dr. Praveen Sharma","Kota","Kota Ladpura  Sangod Chabra Dharnawada Road","1646.17"
"Dr. Ramesh Kushwah","Kota","BHENSROADGARH KOTA, K.PATAN KAPREN, LABAN, LAKHERI ROAD.","3056.21"
"Dr. Saxena","Kota","SUKET, RMANDI   ROAD","624.63"
"Dr. SN Gautam","Kota","BHENSROADGARH KOTA, K.PATAN KAPREN, LABAN, LAKHERI ROAD.","1277.04"
"Dr. Surendra Bhargav","Kota","BHENSROADGARH KOTA, K.PATAN KAPREN, LABAN, LAKHERI ROAD.","2026.70"
"Dr. Suresh Jain","Kota","Kota Ladpura  Sangod Chabra Dharnawada Road","2040.85"
"Dr. Suresh Jain Clinic","Kota","Kota Ladpura  Sangod Chabra Dharnawada Road","299.05"
"Dr. Suri","Kota","Kota Ladpura  Sangod Chabra Dharnawada Road","2064.23"
"Dr. Vidyasagar Mehta Memorial Homeopathic Clinic","Kota","SUKET, RMANDI   ROAD","253.78"
"Dr. Vineet Jain","Kota","BHENSROADGARH KOTA, K.PATAN KAPREN, LABAN, LAKHERI ROAD.","2391.98"
"Dr. Yashasvi Gautam","Kota","BHENSROADGARH KOTA, K.PATAN KAPREN, LABAN, LAKHERI ROAD.","2916.88"
"Ekta Clinic","Kota","Kota Ladpura  Sangod Chabra Dharnawada Road","1300.33"
"ESI Hospital, Dhanmandi, Kota","Kota","Kota Ladpura  Sangod Chabra Dharnawada Road","1522.83"
"Ezzy Clinic","Kota","BHENSROADGARH KOTA, K.PATAN KAPREN, LABAN, LAKHERI ROAD.","332.39"
"Fauji Hospital","Kota","JHALAWAR TO  MATHURA via JPATAN , BARAN  ITAWA,BHARATPUR","15.52"
"Ganesh Clinic","Kota","BHENSROADGARH KOTA, K.PATAN KAPREN, LABAN, LAKHERI ROAD.","90.78"
"GastroCare Hospital","Kota","BHENSROADGARH KOTA, K.PATAN KAPREN, LABAN, LAKHERI ROAD.","478.24"
"Gauri Maternity Home","Kota","BHENSROADGARH KOTA, K.PATAN KAPREN, LABAN, LAKHERI ROAD.","1422.37"
"Government Hospital Kaithoon","Kota","Kota Ladpura  Sangod Chabra Dharnawada Road","71.75"
"Government Hospital, Ayana","Kota","JHALAWAR TO  MATHURA via JPATAN , BARAN  ITAWA,BHARATPUR","122.36"
"Government Hospital, Bapawarkalan","Kota","Kota Ladpura  Sangod Chabra Dharnawada Road","252.16"
"Government Hospital, Chechat","Kota","KATUNDA BHENSROADGARH BARODIA, CHECHAT RAMGANJMANDI ROAD","108.03"
"Government Hospital, Itawa","Kota","Tather  Digod Kota Itawa Khatoli Shyopur upto border","56.94"
"Government Hospital, Khedarasulpur","Kota","Kota Ladpura  Sangod Chabra Dharnawada Road","1678.96"
"Government Hospital, Kherarudha","Kota","SODAWAS ALANPUR BANSUR NARAYANPUR ROAD","4064.09"
"Government Hospital, Luhawad","Kota","JHALAWAR TO  MATHURA via JPATAN , BARAN  ITAWA,BHARATPUR","4977.79"
"Government Hospital, Moikalan","Kota","JHALAWAR TO  MATHURA via JHALAR PATAN ITAWA, LAKHERI,","175.86"
"Government Medical College Hospital, Kota","Kota","BHENSROADGARH KOTA, K.PATAN KAPREN, LABAN, LAKHERI ROAD.","2049.65"
"Govind Clinic","Kota","Kota Ladpura  Sangod Chabra Dharnawada Road","2325.47"
"Goyal Endoscopy Surgery and Research Centre Pvt. Ltd.","Kota","BHENSROADGARH KOTA, K.PATAN KAPREN, LABAN, LAKHERI ROAD.","959.38"
"Gupta Hospital and Fertility Research Centre","Kota","BHENSROADGARH KOTA, K.PATAN KAPREN, LABAN, LAKHERI ROAD.","2365.83"
"Hemraj meena","Kota","SUKET, RMANDI   ROAD","1631.15"
"Holy Family Hospital","Kota","Kota Ladpura  Sangod Chabra Dharnawada Road","1909.31"
"Indian Spine & Bone Hospital","Kota","BHENSROADGARH KOTA, K.PATAN KAPREN, LABAN, LAKHERI ROAD.","3145.75"
"J K Lone Mother and Child Hospital","Kota","BHENSROADGARH KOTA, K.PATAN KAPREN, LABAN, LAKHERI ROAD.","737.78"
"J.S. Clinic","Kota","BHENSROADGARH KOTA, K.PATAN KAPREN, LABAN, LAKHERI ROAD.","237.64"
"Jai Ambe Clinic","Kota","Kota Ladpura  Sangod Chabra Dharnawada Road","1787.38"
"Jain Surgical Hospital","Kota","BHENSROADGARH KOTA, K.PATAN KAPREN, LABAN, LAKHERI ROAD.","1385.80"
"Jaiswal Hospital and Neuro Institute","Kota","Kota Ladpura  Sangod Chabra Dharnawada Road","2251.07"
"Janta Hospital and Nursing Home","Kota","Kota Ladpura  Sangod Chabra Dharnawada Road","1392.62"
"Jhalawar Hospital and Medical College","Kota","Jhalawar (State Border) to Mathura via  Bharatpur","1728.75"
"Jindal Endo Laproscopic Hospital","Kota","BHENSROADGARH KOTA, K.PATAN KAPREN, LABAN, LAKHERI ROAD.","2050.78"
"K.B.N. Clinic","Kota","Kota Ladpura  Sangod Chabra Dharnawada Road","1117.60"
"Kabir Parakh Sansthan","Kota","BHENSROADGARH KOTA, K.PATAN KAPREN, LABAN, LAKHERI ROAD.","3320.69"
"Kalpana Nursing Home, Kota","Kota","BHENSROADGARH KOTA, K.PATAN KAPREN, LABAN, LAKHERI ROAD.","2705.26"
"Khandelwal Nursing Home and Research Centre","Kota","BHENSROADGARH KOTA, K.PATAN KAPREN, LABAN, LAKHERI ROAD.","2270.59"
"Kinkaar Hospital","Kota","Kota Ladpura  Sangod Chabra Dharnawada Road","2082.74"
"Kinker Laparoscopic Hospital","Kota","Kota Ladpura  Sangod Chabra Dharnawada Road","2241.20"
"Kirti Orthopaedic Hospital","Kota","BHENSROADGARH KOTA, K.PATAN KAPREN, LABAN, LAKHERI ROAD.","2238.07"
"Kota Clinic","Kota","Kota Ladpura  Sangod Chabra Dharnawada Road","3785.61"
"Kota Eye Hospital and Research Foundation","Kota","BHENSROADGARH KOTA, K.PATAN KAPREN, LABAN, LAKHERI ROAD.","293.24"
